ID,First Name,Last Name,Jersey,Position,Games Played,Points,Total Goals,1pt Goals,2pt Goals,Scoring Points,Assists,Shots,Shot Pct,Shots On Goal,SOG Pct,2pt Shots,2pt Shot Pct,2pt Shots On Goal,Groundballs,Turnovers,Caused Turnovers,Faceoffs,Faceoff Wins,Faceoff Losses,Faceoff Pct,Saves,Save Pct,Scores Against,Scores Against Average,2pt Goals Against,2pt GAA,Time On Field,Total Penalties,Penalty Minutes,Power Play Goals,Power Play Shots,Short Handed Goals,Short Handed Shots,Short Handed Goals Against,Power Play Goals Against
54,Joe,Robertson,8,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
55,Anthony,DeMaio,12,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
56,Roman,Puglise,,SSDM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
57,Ryan,Kennedy,35,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
58,John,Piatelli,20,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
59,Frankie,Labetti,12,FO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
60,Asher,Nolting,0,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
61,Finn,Sullivan,36,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0
62,Kieran,McArdle,6,A,3,11,7,7,0,7,4,16,0.4375,11,0.6875,0,0,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,1,0,0,,0
63,Chris,Sabia,16,LSM,3,1,0,0,0,0,1,1,0,1,1,1,0,1,7,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0
64,Zed,Williams,36,A,1,4,2,2,0,2,2,6,0.3333333333333333,4,0.6666666666666666,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0
65,Colin,Squires,39,LSM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
66,Chris,Aslanian,30,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
67,Jack,Near,2,SSDM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
68,Rob,Pannell,3,A,1,3,3,3,0,3,0,6,0.5,5,0.8333333333333334,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
69,Sergio,Perkovic,16,M,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,,0
70,Isaiah,Davis-Allen,26,SSDM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
71,Patrick,Harbeson,60,SSDM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
72,Charlie,Bertrand,41,M,1,3,2,2,0,2,1,7,0.2857142857142857,6,0.8571428571428571,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0
73,Ryan,Lee,45,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
74,John,Sexton,46,LSM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
75,Ryder,Garnsey,50,A,1,2,2,2,0,2,0,8,0.25,4,0.5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
76,Garrett,Epple,52,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
77,Jack,Kelly,94,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,10,0.434782608695652,13,12.995487677889622,0,0,2881,0,0,0,0,0,0,,0
78,Justin,Guterding,22,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
79,Chris,Cloutier,2,A,3,5,4,4,0,4,1,14,0.2857142857142857,8,0.5714285714285714,1,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0
80,Max,Adler,6,FO,3,0,0,0,0,0,0,2,0,2,1,0,0,0,17,3,0,59,33,26,0.559322033898305,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
81,Ian,MacKay,55,SSDM,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
82,Eli,Salama,3,LSM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
83,Jackson,Morrill,4,M,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,,0
84,Michael,Manley,5,D,1,0,0,0,0,0,0,2,0,1,0.5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
85,John,Ranagan,31,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
86,Ben,Randall,44,D,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
87,Bryce,Young,41,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
88,Matt,Rambo,9,A,1,2,2,2,0,2,0,8,0.25,4,0.5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
89,Charlie,Hayes,23,SSDM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
90,Michael,Ehrhardt,28,LSM,1,0,0,0,0,0,0,2,0,2,1,1,0,1,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
91,Brian,Phipps,30,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
92,Jay,Carlson,32,A,1,1,1,1,0,1,0,4,0.25,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,,0
93,Matthew,Dunn,33,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
94,Connor,Kirst,34,SSDM,1,1,1,1,0,1,0,2,0.5,1,0.5,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
95,Joseph,Nardella,91,FO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,24,13,11,0.5416666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
96,Craig,Chick,21,LSM,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
97,Reece,Eddy,9,LSM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
98,Wes,Berg,14,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
99,Mark,Glicini,16,SSDM,3,0,0,0,0,0,0,1,0,1,1,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,,0
100,Ryan,Smith,43,M,3,2,0,0,0,0,2,3,0,1,0.3333333333333333,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
101,Matt,Rees,44,D,3,3,2,1,1,3,0,2,1,2,1,1,1,1,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
102,Kyle,Jackson,47,M,3,4,4,4,0,4,0,13,0.3076923076923077,7,0.5384615384615384,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
103,Jake,Froccaro,10,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
104,Tanner,Cook,77,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
105,Jarrod,Neumann,88,D,3,0,0,0,0,0,0,1,0,0,0,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,,0
106,Dhane,Smith,92,M,3,5,2,2,0,2,3,12,0.16666666666666666,9,0.75,1,0,1,3,11,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5,1,1,0,0,,0
107,Will,Haus,6,SSDM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
108,Justin,Anderson,21,M,1,1,1,1,0,1,0,8,0.125,4,0.5,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
109,Sean,Sconone,50,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.576923076923077,11,11,0,0,2880,0,0,0,0,0,0,,1
110,Ryan,Conrad,15,M,3,9,7,6,1,8,1,11,0.6363636363636364,10,0.9090909090909091,1,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,1,1,0,0,,0
111,Jerry,Ragonese,37,FO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
112,Jake,Pulver,12,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
113,Matt,DeLuca,1,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
114,Ryan,Brown,4,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
115,Chase,Fraser,95,A,3,2,2,2,0,2,0,10,0.2,5,0.5,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,,0
116,Jack,Rowlett,99,D,3,0,0,0,0,0,0,1,0,1,1,1,0,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,,0
117,JT,Giles-Harris,1,D,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
118,Colin,Heacock,2,M,1,0,0,0,0,0,0,1,0,1,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0
119,Dylan,Molloy,17,A,1,0,0,0,0,0,0,6,0,3,0.5,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0
120,Tom,Schreiber,26,M,2,4,3,3,0,3,1,16,0.1875,6,0.375,2,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0
121,Holden,Garlent,70,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
122,Blaze,Riorden,0,G,3,2,0,0,0,0,2,0,0,0,0,0,0,0,9,1,1,0,0,0,0,45,0.681818181818182,21,7,0,0,8640,0,0,0,0,0,0,,1
123,Mac,O'Keefe,3,M,3,3,3,3,0,3,0,16,0.1875,9,0.5625,4,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,0
124,Nick,Grill,8,LSM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
125,Steven,DeNapoli,7,SSDM,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
126,Bryan,Costabile,26,M,1,1,1,1,0,1,0,7,0.14285714285714285,3,0.42857142857142855,4,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0
127,Tucker,Durkin,51,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
128,Tim,Edwards,23,SSDM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
129,Ryan,Drenner,22,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
130,Jack,Kielty,40,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
131,Jack,Concannon,12,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0.277777777777778,14,22.276243093922652,1,1.59116022099448,1810,0,0,0,0,0,0,,0
132,Peter,Dearth,54,SSDM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0
133,Zach,Goodrich,14,SSDM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
134,Brodie,Merrill,17,LSM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
135,Jeff,Teat,7,A,1,7,3,2,1,4,3,7,0.42857142857142855,3,0.42857142857142855,1,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
136,Trevor,Baptiste,9,FO,1,0,0,0,0,0,0,1,0,1,1,1,0,1,7,1,0,32,16,16,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
137,JD,Colarusso,11,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,13.457943925233645,1,2.69158878504673,1070,0,0,0,0,0,0,,1
138,Eric,Law,15,A,1,1,0,0,0,0,1,3,0,2,0.6666666666666666,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0
139,Jake,Richard,27,SSDM,1,0,0,0,0,0,0,3,0,1,0.3333333333333333,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
140,Stephen,Kelly,24,FO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
141,Matt,Whitcher,33,SSDM,3,2,2,2,0,2,0,2,1,2,1,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
142,Dillon,Ward,37,G,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,43,0.589041095890411,33,11,3,1,8640,0,0,0,0,0,0,,0
143,Connor,Kelly,40,M,3,4,2,2,0,2,2,12,0.16666666666666666,5,0.4166666666666667,3,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,1,0,0,,0
144,Warren,Jeffrey,27,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
145,Cade,van Raaphorst,77,D,1,0,0,0,0,0,0,1,0,1,1,1,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
146,Danny,Logan,91,SSDM,1,2,1,1,0,1,1,3,0.3333333333333333,1,0.3333333333333333,2,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
147,Troy,Reh,10,LSM,3,0,0,0,0,0,0,1,0,1,1,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
148,Patrick,Resch,34,SSDM,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
149,CJ,Costabile,9,LSM,3,1,1,1,0,1,0,3,0.3333333333333333,2,0.6666666666666666,2,0,1,3,1,1,2,1,1,0.5,0,0,0,0,0,0,0,1,1,0,0,0,0,,0
