ID,First Name,Last Name,Jersey,Position,Games Played,Points,Total Goals,1pt Goals,2pt Goals,Scoring Points,Assists,Shots,Shot Pct,Shots On Goal,SOG Pct,2pt Shots,2pt Shot Pct,2pt Shots On Goal,Groundballs,Turnovers,Caused Turnovers,Faceoffs,Faceoff Wins,Faceoff Losses,Faceoff Pct,Saves,Save Pct,Scores Against,Scores Against Average,2pt Goals Against,2pt GAA,Time On Field,Total Penalties,Penalty Minutes,Power Play Goals,Power Play Shots,Short Handed Goals,Short Handed Shots,Short Handed Goals Against,Power Play Goals Against
150,John,Crawley,44,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
151,Nick,Marrocco,1,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
152,Lyle,Thompson,4,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
153,Stephen,Rehfuss,6,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
154,Connor,Farrell,25,FO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,17,7,10,0.4117647058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
155,James,Barclay,25,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
156,Jordan,MacIntosh,29,M,1,0,0,0,0,0,0,2,0,1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0
157,Jared,Conners,28,LSM,2,0,0,0,0,0,0,2,0,2,1,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0
158,Jeff,Trainor,43,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
159,Tre,Leclaire,44,M,2,2,2,2,0,2,0,4,0.5,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
160,Matt,McMahon,77,D,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
161,Graeme,Hossack,81,D,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6,3,2,1,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
162,Kyle,Pless,2,LSM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
163,Daniel,Bucaro,4,M,1,0,0,0,0,0,0,5,0,3,0.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
164,Romar,Dennis,5,M,1,2,1,0,1,2,0,4,0.25,2,0.5,4,0.25,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
165,Dox,Aitken,6,M,1,1,1,1,0,1,0,3,0.3333333333333333,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0
166,Jesse,Bernhardt,36,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
167,Kyle,Hartzell,81,LSM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
168,Tim,Troutner,0,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
169,Johnny,Surdick,18,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
170,Austin,Kaut,19,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
171,Josh,Byrne,22,A,3,10,6,6,0,6,4,24,0.25,12,0.5,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,,0
172,Drew,Simoneau,23,FO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
173,Jules,Heningburg,7,M,1,2,0,0,0,0,2,3,0,1,0.3333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
174,Myles,Jones,15,M,1,1,1,1,0,1,0,4,0.25,2,0.5,2,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
175,Eddy,Glazener,30,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
176,Andrew,Newbold,11,LSM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
177,Mark,Cockerton,21,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
178,Ryan,Tierney,26,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
179,TD,Ierlan,6,FO,1,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,24,15,9,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
180,Mike,Chanenchuk,1,M,1,2,1,1,0,1,1,10,0.1,5,0.5,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0
181,Jake,Bernhardt,83,SSDM,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
182,Brendan,Kavanagh,27,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
183,Ryan,Terefenko,34,SSDM,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
184,Kevin,Rogers,77,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
185,Marcus,Holman,1,A,2,5,5,5,0,5,0,11,0.45454545454545453,8,0.7272727272727273,1,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
186,Scott,Ratliff,32,D,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
187,Will,Manny,4,A,2,2,0,0,0,0,2,9,0,3,0.3333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0
188,Connor,Fields,5,M,2,6,3,3,0,3,3,10,0.3,6,0.6,1,0,1,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
189,Adam,Ghitelman,8,G,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,24,0.585365853658536,17,8.498524561708038,0,0,5761,0,0,0,0,0,0,,1
190,Ryan,Ambler,13,M,2,3,3,3,0,3,0,4,0.75,4,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
191,Grant,Ament,16,A,2,3,1,1,0,1,2,7,0.14285714285714285,5,0.7142857142857143,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
192,Mark,McNeill,21,SSDM,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
193,Latrell,Harris,22,SSDM,2,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
194,Dominique,Alexander,23,SSDM,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
195,Michael,Rexrode,22,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
196,Ryland,Rees,17,LSM,3,2,2,2,0,2,0,5,0.4,3,0.6,1,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
197,Jake,Withers,18,FO,3,0,0,0,0,0,0,3,0,2,0.6666666666666666,0,0,0,19,1,3,79,41,38,0.5189873417721519,0,0,0,0,0,0,0,1,0.5,0,0,0,0,,0
198,Liam,Byrnes,21,D,3,0,0,0,0,0,0,1,0,1,1,1,0,1,10,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
199,Michael,Sowers,22,A,3,12,8,8,0,8,4,18,0.4444444444444444,14,0.7777777777777778,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
200,Eli,Gobrecht,25,D,3,0,0,0,0,0,0,1,0,1,1,0,0,0,8,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0
201,Kyle,Bernlohr,35,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,8,0.421052631578947,11,11,0,0,2880,0,0,0,0,0,0,,0
202,Jake,Carraway,19,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
203,Christian,Scarpello,50,SSDM,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,,0
204,Ethan,Walker,57,A,3,8,6,6,0,6,2,8,0.75,6,0.75,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
205,Mikie,Schlosser,59,M,2,2,1,0,1,2,0,5,0.2,2,0.4,2,0.5,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
206,Zach,Currier,77,M,3,5,3,3,0,3,2,10,0.3,8,0.8,0,0,0,16,3,3,2,0,2,0,0,0,0,0,0,0,0,1,2,0,1,0,0,,0
207,Tim,Muller,14,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
208,Brad,Smith,27,M,1,3,2,2,0,2,1,4,0.5,3,0.75,1,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
209,Matt,Kavanagh,10,A,1,0,0,0,0,0,0,5,0,3,0.6,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
210,Kevin,Lindley,,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
211,Jack,Dolan,,SSDM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
212,Jesse,King,19,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
213,Bobby,Abshire,,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
214,Curtis,Dickson,71,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
215,Tyler,Pace,,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
216,Ryan,Beville,8,SSDM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
217,Michael,Kraus,5,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
218,Ben,Reeves,2,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
219,Hugh,Crance,31,LSM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
220,Ben,McIntosh,90,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
221,Greg,Weyl,57,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
222,Kyle,Gallagher,52,FO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
223,Austin,Pifani,17,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
224,John,Haus,26,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
225,Ned,Crotty,22,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
226,Jackson,Place,17,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
227,Jordan,Wolf,33,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
228,Drew,Snider,23,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
229,Connor,Buczek,33,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
230,Drew,Adams,14,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
231,Joe,Walters,1,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
232,Brent,Adams,8,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
233,Matt,Abbott,3,SSDM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
234,Mitch,Bartolo,4,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
235,Tehoka,Nanticoke,,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
236,Adam,Charalambides,8,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
237,Christian,Mazzone,26,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
238,Jack,Jasinski,50,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
239,Tyson,Bell,94,LSM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
240,Christian,Cuccinello,30,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
241,Shayne,Jackson,32,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
